deployment,student_id,segment_index,behavior,thinking_subtype,start_time_s,duration_s,session_duration_s,session_progress,query_number,total_queries,before_query_30s,after_response_30s
deployment_1,11619,36,seekingHelp,,447.88,7.12,858.94,0.5214,7,13,1,0
deployment_1,11619,37,thinking,thinking-llm,455.0,20.65,858.94,0.5297,8,13,0,0
deployment_1,11619,38,debugging,,475.65,30.48,858.94,0.5538,8,13,0,1
deployment_1,11619,39,thinking,thinking-error,506.13,9.66,858.94,0.5892,8,13,0,0
deployment_1,11619,40,debugging,,515.79,26.7,858.94,0.6005,8,13,0,0
deployment_1,11619,41,thinking,thinking-error,542.49,8.6,858.94,0.6316,8,13,0,0
deployment_1,11619,42,debugging,,551.09,7.69,858.94,0.6416,8,13,0,0
deployment_1,11619,43,thinking,thinking-error,558.77,23.0,858.94,0.6505,8,13,0,0
deployment_1,11619,44,debugging,,581.77,26.35,858.94,0.6773,8,13,0,0
deployment_1,11619,45,thinking,thinking-error,608.12,8.01,858.94,0.708,8,13,1,0
deployment_1,11619,46,seekingHelp,,616.14,4.8,858.94,0.7173,8,13,1,0
deployment_1,11619,47,thinking,thinking-llm,620.94,19.35,858.94,0.7229,9,13,0,0
deployment_1,11619,48,debugging,,640.29,3.58,858.94,0.7454,9,13,1,1
deployment_1,11619,49,thinking,thinking-error,643.87,8.06,858.94,0.7496,9,13,1,1
deployment_1,11619,50,seekingHelp,,651.93,4.69,858.94,0.759,9,13,1,0
deployment_1,11619,51,thinking,thinking-llm,656.62,27.75,858.94,0.7645,10,13,0,0
deployment_1,11619,52,debugging,,684.37,3.36,858.94,0.7968,10,13,0,1
deployment_1,11619,53,thinking,thinking-error,687.74,21.03,858.94,0.8007,10,13,0,0
deployment_1,11619,54,debugging,,708.77,4.45,858.94,0.8252,10,13,1,0
deployment_1,11619,55,thinking,thinking-error,713.22,6.52,858.94,0.8303,10,13,1,0
deployment_1,11619,56,debugging,,719.73,5.6,858.94,0.8379,10,13,1,0
deployment_1,11619,57,seekingHelp,,725.33,4.1,858.94,0.8444,10,13,1,0
deployment_1,11619,58,thinking,thinking-llm,729.43,17.98,858.94,0.8492,11,13,0,0
deployment_1,11619,59,debugging,,747.41,21.96,858.94,0.8701,11,13,1,1
deployment_1,11619,60,thinking,thinking-error,769.37,5.02,858.94,0.8957,11,13,1,0
deployment_1,11619,61,seekingHelp,,774.39,4.68,858.94,0.9016,11,13,1,0
deployment_1,11619,62,thinking,thinking-llm,779.07,4.42,858.94,0.907,12,13,1,0
deployment_1,11619,63,debugging,,783.49,1.74,858.94,0.9121,12,13,1,1
deployment_1,11619,64,thinking,thinking-error,785.22,8.93,858.94,0.9142,12,13,1,1
deployment_1,11619,65,seekingHelp,,794.15,5.62,858.94,0.9246,12,13,1,1
deployment_1,11619,66,thinking,thinking-llm,799.77,19.62,858.94,0.9311,13,13,0,1
deployment_1,11619,67,debugging,,819.39,5.35,858.94,0.954,13,13,0,1
deployment_1,11619,68,thinking,thinking-error,824.75,34.2,858.94,0.9602,13,13,0,1
deployment_1,11620,0,thinking,thinking-task,0.0,67.54,560.59,0.0,0,2,0,0
deployment_1,11620,1,implementing,,67.54,13.57,560.59,0.1205,0,2,0,0
deployment_1,11620,2,thinking,thinking-code,81.11,9.47,560.59,0.1447,0,2,0,0
deployment_1,11620,3,implementing,,90.58,0.76,560.59,0.1616,0,2,0,0
deployment_1,11620,4,thinking,thinking-code,91.34,13.14,560.59,0.1629,0,2,0,0
deployment_1,11620,5,implementing,,104.48,29.24,560.59,0.1864,0,2,0,0
deployment_1,11620,6,seekingHelp,,133.72,13.8,560.59,0.2385,0,2,1,0
deployment_1,11620,7,thinking,thinking-llm,147.52,10.72,560.59,0.2632,1,2,1,0
deployment_1,11620,8,seekingHelp,,158.24,17.53,560.59,0.2823,1,2,1,1
deployment_1,11620,9,thinking,thinking-llm,175.77,91.13,560.59,0.3136,2,2,0,1
deployment_1,11620,10,implementing,,266.9,10.57,560.59,0.4761,2,2,0,0
deployment_1,11620,11,thinking,thinking-code,277.48,17.26,560.59,0.495,2,2,0,0
deployment_1,11620,12,implementing,,294.73,4.79,560.59,0.5258,2,2,0,0
deployment_1,11620,13,thinking,thinking-code,299.52,51.66,560.59,0.5343,2,2,0,0
deployment_1,11620,14,implementing,,351.18,0.87,560.59,0.6264,2,2,0,0
deployment_1,11620,15,thinking,thinking-code,352.05,39.6,560.59,0.628,2,2,0,0
deployment_1,11620,16,implementing,,391.65,7.78,560.59,0.6986,2,2,0,0
deployment_1,11620,17,thinking,thinking-code,399.43,18.15,560.59,0.7125,2,2,0,0
deployment_1,11620,18,implementing,,417.58,13.03,560.59,0.7449,2,2,0,0
deployment_1,11620,19,thinking,thinking-code,430.61,129.98,560.59,0.7681,2,2,0,0
deployment_1,11621,0,thinking,thinking-task,0.0,48.67,402.0,0.0,0,0,0,0
deployment_1,11621,1,implementing,,48.67,0.48,402.0,0.1211,0,0,0,0
deployment_1,11621,2,thinking,thinking-code,49.14,25.36,402.0,0.1222,0,0,0,0
deployment_1,11621,3,implementing,,74.5,20.17,402.0,0.1853,0,0,0,0
deployment_1,11621,4,testing,,94.67,2.11,402.0,0.2355,0,0,0,0
deployment_1,11621,5,debugging,,96.78,30.01,402.0,0.2408,0,0,0,0
deployment_1,11621,6,thinking,thinking-error,126.79,15.57,402.0,0.3154,0,0,0,0
deployment_1,11621,7,debugging,,142.36,21.46,402.0,0.3541,0,0,0,0
deployment_1,11621,8,testing,,163.82,1.89,402.0,0.4075,0,0,0,0
deployment_1,11621,9,thinking,thinking-error,165.72,30.31,402.0,0.4122,0,0,0,0
deployment_1,11621,10,debugging,,196.03,21.4,402.0,0.4876,0,0,0,0
deployment_1,11621,11,thinking,thinking-error,217.43,23.89,402.0,0.5409,0,0,0,0
deployment_1,11621,12,debugging,,241.31,6.44,402.0,0.6003,0,0,0,0
deployment_1,11621,13,thinking,thinking-error,247.75,9.76,402.0,0.6163,0,0,0,0
deployment_1,11621,14,debugging,,257.52,1.87,402.0,0.6406,0,0,0,0
deployment_1,11621,15,thinking,thinking-error,259.39,43.69,402.0,0.6452,0,0,0,0
deployment_1,11621,16,debugging,,303.08,0.48,402.0,0.7539,0,0,0,0
deployment_1,11621,17,thinking,thinking-error,303.56,11.06,402.0,0.7551,0,0,0,0
deployment_1,11621,18,debugging,,314.62,5.26,402.0,0.7826,0,0,0,0
deployment_1,11621,19,thinking,thinking-error,319.88,8.59,402.0,0.7957,0,0,0,0
deployment_1,11621,20,debugging,,328.47,5.54,402.0,0.8171,0,0,0,0
deployment_1,11621,21,thinking,thinking-error,334.01,3.18,402.0,0.8309,0,0,0,0
deployment_1,11621,22,implementing,,337.19,4.99,402.0,0.8388,0,0,0,0
deployment_1,11621,23,thinking,thinking-code,342.18,59.83,402.0,0.8512,0,0,0,0
deployment_1,11622,0,thinking,thinking-task,0.0,54.19,1009.54,0.0,0,6,0,0
deployment_1,11622,1,debugging,,54.19,13.89,1009.54,0.0537,0,6,0,0
deployment_1,11622,2,thinking,thinking-error,68.08,15.2,1009.54,0.0674,0,6,0,0
deployment_1,11622,3,debugging,,83.28,2.01,1009.54,0.0825,0,6,0,0
deployment_1,11622,4,thinking,thinking-error,85.29,20.09,1009.54,0.0845,0,6,0,0
deployment_1,11622,5,debugging,,105.38,2.97,1009.54,0.1044,0,6,0,0
deployment_1,11622,6,thinking,thinking-error,108.35,13.43,1009.54,0.1073,0,6,0,0
deployment_1,11622,7,debugging,,121.78,16.29,1009.54,0.1206,0,6,0,0
deployment_1,11622,8,thinking,thinking-error,138.07,11.19,1009.54,0.1368,0,6,0,0
deployment_1,11622,9,debugging,,149.26,14.07,1009.54,0.1479,0,6,0,0
deployment_1,11622,10,thinking,thinking-error,163.33,27.34,1009.54,0.1618,0,6,0,0
deployment_1,11622,11,debugging,,190.67,7.42,1009.54,0.1889,0,6,0,0
deployment_1,11622,12,thinking,thinking-error,198.09,39.39,1009.54,0.1962,0,6,0,0
deployment_1,11622,13,debugging,,237.48,1.24,1009.54,0.2352,0,6,0,0
deployment_1,11622,14,thinking,thinking-error,238.72,7.89,1009.54,0.2365,0,6,0,0
deployment_1,11622,15,debugging,,246.61,2.84,1009.54,0.2443,0,6,0,0
deployment_1,11622,16,thinking,thinking-error,249.44,13.2,1009.54,0.2471,0,6,0,0
deployment_1,11622,17,debugging,,262.64,2.32,1009.54,0.2602,0,6,0,0
deployment_1,11622,18,thinking,thinking-error,264.96,4.14,1009.54,0.2625,0,6,0,0
deployment_1,11622,19,debugging,,269.11,8.66,1009.54,0.2666,0,6,0,0
deployment_1,11622,20,testing,,277.76,2.83,1009.54,0.2751,0,6,0,0
deployment_1,11622,21,debugging,,280.59,3.95,1009.54,0.2779,0,6,0,0
deployment_1,11622,22,thinking,thinking-error,284.55,17.55,1009.54,0.2819,0,6,0,0
deployment_1,11622,23,debugging,,302.1,2.45,1009.54,0.2992,0,6,0,0
deployment_1,11622,24,thinking,thinking-error,304.55,37.16,1009.54,0.3017,0,6,0,0
deployment_1,11622,25,debugging,,341.72,5.59,1009.54,0.3385,0,6,0,0
deployment_1,11622,26,thinking,thinking-error,347.3,8.75,1009.54,0.344,0,6,0,0
deployment_1,11622,27,debugging,,356.06,8.12,1009.54,0.3527,0,6,0,0
deployment_1,11622,28,testing,,364.17,2.53,1009.54,0.3607,0,6,0,0
deployment_1,11622,29,thinking,thinking-error,366.7,59.14,1009.54,0.3632,0,6,0,0
deployment_1,11622,30,debugging,,425.84,1.53,1009.54,0.4218,0,6,0,0
deployment_1,11622,31,thinking,thinking-error,427.38,8.61,1009.54,0.4233,0,6,0,0
deployment_1,11622,32,debugging,,435.99,3.19,1009.54,0.4319,0,6,0,0
deployment_1,11622,33,thinking,thinking-error,439.18,7.6,1009.54,0.435,0,6,0,0
deployment_1,11622,34,debugging,,446.78,3.96,1009.54,0.4426,0,6,1,0
deployment_1,11622,35,thinking,thinking-error,450.74,17.33,1009.54,0.4465,0,6,1,0
deployment_1,11622,36,seekingHelp,,468.07,6.61,1009.54,0.4636,0,6,1,0
deployment_1,11622,37,thinking,thinking-llm,474.68,10.27,1009.54,0.4702,1,6,0,0
deployment_1,11622,38,debugging,,484.94,18.18,1009.54,0.4804,1,6,1,1
deployment_1,11622,39,seekingHelp,,503.12,5.34,1009.54,0.4984,1,6,1,1
deployment_1,11622,40,thinking,thinking-llm,508.46,28.22,1009.54,0.5037,2,6,0,0
deployment_1,11622,41,debugging,,536.69,18.17,1009.54,0.5316,2,6,0,1
deployment_1,11622,42,thinking,thinking-error,554.86,5.29,1009.54,0.5496,2,6,0,0
deployment_1,11622,43,debugging,,560.15,1.43,1009.54,0.5549,2,6,0,0
deployment_1,11622,44,thinking,thinking-error,561.58,73.82,1009.54,0.5563,2,6,0,0
deployment_1,11622,45,debugging,,635.4,11.0,1009.54,0.6294,2,6,0,0
deployment_1,11622,46,thinking,thinking-error,646.4,10.09,1009.54,0.6403,2,6,1,0
deployment_1,11622,47,debugging,,656.5,8.53,1009.54,0.6503,2,6,1,0
deployment_1,11622,48,thinking,thinking-error,665.03,5.04,1009.54,0.6587,2,6,1,0
deployment_1,11622,49,seekingHelp,,670.07,4.39,1009.54,0.6637,2,6,1,0
deployment_1,11622,50,thinking,thinking-llm,674.46,12.8,1009.54,0.6681,3,6,0,0
deployment_1,11622,51,debugging,,687.26,14.82,1009.54,0.6808,3,6,1,1
deployment_1,11622,52,testing,,702.08,2.01,1009.54,0.6954,3,6,1,1
deployment_1,11622,53,seekingHelp,,704.09,4.77,1009.54,0.6974,3,6,1,1
deployment_1,11622,54,thinking,thinking-llm,708.86,13.67,1009.54,0.7022,4,6,0,0
deployment_1,11622,55,debugging,,722.53,4.41,1009.54,0.7157,4,6,0,1
deployment_1,11622,56,thinking,thinking-error,726.94,31.46,1009.54,0.7201,4,6,0,1
deployment_1,11622,57,seekingHelp,,758.39,9.55,1009.54,0.7512,4,6,1,0
deployment_1,11622,58,thinking,thinking-llm,767.95,38.19,1009.54,0.7607,5,6,0,0
deployment_1,11622,59,debugging,,806.14,4.31,1009.54,0.7985,5,6,0,0
deployment_1,11622,60,thinking,thinking-error,810.45,4.82,1009.54,0.8028,5,6,0,0
deployment_1,11622,61,debugging,,815.27,20.28,1009.54,0.8076,5,6,0,0
deployment_1,11622,62,thinking,thinking-error,835.55,17.06,1009.54,0.8277,5,6,0,0
deployment_1,11622,63,debugging,,852.61,2.88,1009.54,0.8446,5,6,0,0
deployment_1,11622,64,thinking,thinking-error,855.48,5.49,1009.54,0.8474,5,6,0,0
deployment_1,11622,65,debugging,,860.97,10.8,1009.54,0.8528,5,6,1,0
deployment_1,11622,66,thinking,thinking-error,871.77,6.44,1009.54,0.8635,5,6,1,0
deployment_1,11622,67,debugging,,878.21,5.42,1009.54,0.8699,5,6,1,0
deployment_1,11622,68,testing,,883.64,2.37,1009.54,0.8753,5,6,1,0
deployment_1,11622,69,seekingHelp,,886.01,5.53,1009.54,0.8776,5,6,1,0
deployment_1,11622,70,thinking,thinking-llm,891.54,117.99,1009.54,0.8831,6,6,0,0
deployment_1,11623,0,thinking,thinking-task,0.0,38.58,265.04,0.0,0,0,0,0
deployment_1,11623,1,implementing,,38.58,7.03,265.04,0.1456,0,0,0,0
deployment_1,11623,2,thinking,thinking-code,45.62,8.57,265.04,0.1721,0,0,0,0
deployment_1,11623,3,implementing,,54.18,1.13,265.04,0.2044,0,0,0,0
deployment_1,11623,4,thinking,thinking-code,55.31,7.36,265.04,0.2087,0,0,0,0
deployment_1,11623,5,implementing,,62.68,16.75,265.04,0.2365,0,0,0,0
deployment_1,11623,6,thinking,thinking-code,79.43,3.57,265.04,0.2997,0,0,0,0
deployment_1,11623,7,debugging,,83.0,10.54,265.04,0.3131,0,0,0,0
deployment_1,11623,8,thinking,thinking-error,93.53,30.66,265.04,0.3529,0,0,0,0
deployment_1,11623,9,debugging,,124.2,11.26,265.04,0.4686,0,0,0,0
deployment_1,11623,10,thinking,thinking-error,135.46,45.39,265.04,0.5111,0,0,0,0
deployment_1,11623,11,debugging,,180.85,13.76,265.04,0.6823,0,0,0,0
deployment_1,11623,12,thinking,thinking-error,194.61,70.44,265.04,0.7342,0,0,0,0
deployment_1,11624,0,thinking,thinking-task,0.0,57.2,870.03,0.0,0,6,0,0
deployment_1,11624,1,implementing,,57.2,0.22,870.03,0.0657,0,6,0,0
deployment_1,11624,2,thinking,thinking-code,57.42,6.24,870.03,0.066,0,6,0,0
deployment_1,11624,3,implementing,,63.66,20.92,870.03,0.0732,0,6,0,0
deployment_1,11624,4,thinking,thinking-code,84.58,8.04,870.03,0.0972,0,6,0,0
deployment_1,11624,5,debugging,,92.63,4.82,870.03,0.1065,0,6,0,0
deployment_1,11624,6,thinking,thinking-error,97.45,18.25,870.03,0.112,0,6,0,0
deployment_1,11624,7,debugging,,115.7,3.12,870.03,0.133,0,6,0,0
deployment_1,11624,8,thinking,thinking-error,118.83,26.35,870.03,0.1366,0,6,0,0
deployment_1,11624,9,debugging,,145.18,8.58,870.03,0.1669,0,6,0,0
deployment_1,11624,10,testing,,153.76,2.74,870.03,0.1767,0,6,0,0
deployment_1,11624,11,debugging,,156.5,5.76,870.03,0.1799,0,6,0,0
deployment_1,11624,12,testing,,162.26,8.55,870.03,0.1865,0,6,0,0
deployment_1,11624,13,debugging,,170.81,1.2,870.03,0.1963,0,6,0,0
deployment_1,11624,14,thinking,thinking-error,172.01,13.76,870.03,0.1977,0,6,0,0
deployment_1,11624,15,debugging,,185.77,8.2,870.03,0.2135,0,6,0,0
deployment_1,11624,16,thinking,thinking-error,193.97,4.88,870.03,0.2229,0,6,0,0
deployment_1,11624,17,debugging,,198.85,27.44,870.03,0.2286,0,6,0,0
deployment_1,11624,18,thinking,thinking-error,226.29,14.84,870.03,0.2601,0,6,0,0
deployment_1,11624,19,debugging,,241.13,14.74,870.03,0.2772,0,6,0,0
deployment_1,11624,20,thinking,thinking-error,255.87,8.38,870.03,0.2941,0,6,0,0
deployment_1,11624,21,debugging,,264.25,20.72,870.03,0.3037,0,6,0,0
deployment_1,11624,22,thinking,thinking-error,284.97,4.87,870.03,0.3275,0,6,0,0
deployment_1,11624,23,debugging,,289.84,6.77,870.03,0.3331,0,6,0,0
deployment_1,11624,24,thinking,thinking-error,296.62,22.75,870.03,0.3409,0,6,0,0
deployment_1,11624,25,debugging,,319.37,0.81,870.03,0.3671,0,6,0,0
deployment_1,11624,26,thinking,thinking-error,320.18,22.03,870.03,0.368,0,6,0,0
deployment_1,11624,27,debugging,,342.21,10.65,870.03,0.3933,0,6,0,0
deployment_1,11624,28,thinking,thinking-error,352.86,8.48,870.03,0.4056,0,6,0,0
deployment_1,11624,29,debugging,,361.34,5.64,870.03,0.4153,0,6,0,0
deployment_1,11624,30,thinking,thinking-error,366.98,38.21,870.03,0.4218,0,6,0,0
deployment_1,11624,31,debugging,,405.19,1.04,870.03,0.4657,0,6,0,0
deployment_1,11624,32,thinking,thinking-error,406.23,7.05,870.03,0.4669,0,6,0,0
deployment_1,11624,33,debugging,,413.27,6.48,870.03,0.475,0,6,0,0
deployment_1,11624,34,thinking,thinking-error,419.75,10.76,870.03,0.4825,0,6,1,0
deployment_1,11624,35,seekingHelp,,430.52,18.61,870.03,0.4948,0,6,1,0
deployment_1,11624,36,thinking,thinking-llm,449.13,37.6,870.03,0.5162,1,6,0,0
deployment_1,11624,37,seekingHelp,,486.73,10.31,870.03,0.5594,1,6,1,0
deployment_1,11624,38,thinking,thinking-llm,497.04,26.44,870.03,0.5713,2,6,0,0
deployment_1,11624,39,debugging,,523.47,24.07,870.03,0.6017,2,6,0,1
deployment_1,11624,40,thinking,thinking-error,547.54,15.39,870.03,0.6293,2,6,1,0
deployment_1,11624,41,seekingHelp,,562.93,15.0,870.03,0.647,2,6,1,0
deployment_1,11624,42,thinking,thinking-llm,577.93,23.88,870.03,0.6643,3,6,0,0
deployment_1,11624,43,debugging,,601.81,7.94,870.03,0.6917,3,6,0,1
deployment_1,11624,44,thinking,thinking-error,609.76,6.66,870.03,0.7008,3,6,0,0
deployment_1,11624,45,seekingHelp,,616.42,34.53,870.03,0.7085,3,6,0,0
deployment_1,11624,46,thinking,thinking-llm,650.95,14.99,870.03,0.7482,4,6,0,0
deployment_1,11624,47,debugging,,665.94,3.37,870.03,0.7654,4,6,0,1
deployment_1,11624,48,thinking,thinking-error,669.31,20.28,870.03,0.7693,4,6,0,1
deployment_1,11624,49,debugging,,689.59,19.97,870.03,0.7926,4,6,0,0
deployment_1,11624,50,thinking,thinking-error,709.56,12.95,870.03,0.8156,4,6,0,0
deployment_1,11624,51,debugging,,722.51,10.95,870.03,0.8304,4,6,0,0
deployment_1,11624,52,testing,,733.46,26.34,870.03,0.843,4,6,0,0
deployment_1,11624,53,seekingHelp,,759.79,15.37,870.03,0.8733,4,6,1,0
deployment_1,11624,54,thinking,thinking-llm,775.16,25.94,870.03,0.891,5,6,0,0
deployment_1,11624,55,debugging,,801.1,13.06,870.03,0.9208,5,6,1,1
deployment_1,11624,56,thinking,thinking-error,814.16,11.5,870.03,0.9358,5,6,1,0
deployment_1,11624,57,seekingHelp,,825.66,4.22,870.03,0.949,5,6,1,0
deployment_1,11624,58,thinking,thinking-llm,829.88,40.15,870.03,0.9539,6,6,0,0
deployment_1,11625,0,thinking,thinking-task,0.0,64.44,660.13,0.0,0,0,0,0
deployment_1,11625,1,implementing,,64.44,0.4,660.13,0.0976,0,0,0,0
deployment_1,11625,2,thinking,thinking-code,64.84,7.39,660.13,0.0982,0,0,0,0
deployment_1,11625,3,implementing,,72.23,6.5,660.13,0.1094,0,0,0,0
deployment_1,11625,4,thinking,thinking-code,78.73,9.28,660.13,0.1193,0,0,0,0
deployment_1,11625,5,implementing,,88.01,1.07,660.13,0.1333,0,0,0,0
deployment_1,11625,6,thinking,thinking-code,89.08,8.92,660.13,0.135,0,0,0,0
deployment_1,11625,7,testing,,98.01,2.67,660.13,0.1485,0,0,0,0
deployment_1,11625,8,debugging,,100.68,1.96,660.13,0.1525,0,0,0,0
deployment_1,11625,9,thinking,thinking-error,102.64,6.57,660.13,0.1555,0,0,0,0
deployment_1,11625,10,debugging,,109.21,9.55,660.13,0.1654,0,0,0,0
deployment_1,11625,11,thinking,thinking-error,118.76,87.52,660.13,0.1799,0,0,0,0
deployment_1,11625,12,debugging,,206.28,15.28,660.13,0.3125,0,0,0,0
deployment_1,11625,13,thinking,thinking-error,221.56,14.37,660.13,0.3356,0,0,0,0
deployment_1,11625,14,debugging,,235.93,11.92,660.13,0.3574,0,0,0,0
deployment_1,11625,15,thinking,thinking-error,247.85,7.72,660.13,0.3755,0,0,0,0
deployment_1,11625,16,debugging,,255.57,6.31,660.13,0.3872,0,0,0,0
deployment_1,11625,17,thinking,thinking-error,261.88,62.44,660.13,0.3967,0,0,0,0
deployment_1,11625,18,debugging,,324.32,11.71,660.13,0.4913,0,0,0,0
deployment_1,11625,19,thinking,thinking-error,336.03,8.65,660.13,0.509,0,0,0,0
deployment_1,11625,20,debugging,,344.68,3.99,660.13,0.5221,0,0,0,0
deployment_1,11625,21,thinking,thinking-error,348.67,7.56,660.13,0.5282,0,0,0,0
deployment_1,11625,22,debugging,,356.23,9.68,660.13,0.5396,0,0,0,0
deployment_1,11625,23,thinking,thinking-error,365.91,6.95,660.13,0.5543,0,0,0,0
deployment_1,11625,24,debugging,,372.86,1.6,660.13,0.5648,0,0,0,0
deployment_1,11625,25,thinking,thinking-error,374.45,6.43,660.13,0.5672,0,0,0,0
deployment_1,11625,26,debugging,,380.88,17.67,660.13,0.577,0,0,0,0
deployment_1,11625,27,thinking,thinking-error,398.55,13.67,660.13,0.6037,0,0,0,0
deployment_1,11625,28,debugging,,412.22,4.78,660.13,0.6245,0,0,0,0
deployment_1,11625,29,thinking,thinking-error,417.01,65.9,660.13,0.6317,0,0,0,0
deployment_1,11625,30,debugging,,482.9,25.72,660.13,0.7315,0,0,0,0
deployment_1,11625,31,thinking,thinking-error,508.62,7.94,660.13,0.7705,0,0,0,0
deployment_1,11625,32,debugging,,516.56,14.82,660.13,0.7825,0,0,0,0
deployment_1,11625,33,thinking,thinking-error,531.38,44.72,660.13,0.805,0,0,0,0
deployment_1,11625,34,debugging,,576.1,1.76,660.13,0.8727,0,0,0,0
deployment_1,11625,35,thinking,thinking-error,577.86,49.78,660.13,0.8754,0,0,0,0
deployment_1,11625,36,debugging,,627.64,1.83,660.13,0.9508,0,0,0,0
deployment_1,11625,37,thinking,thinking-error,629.47,30.66,660.13,0.9535,0,0,0,0
deployment_1,11626,0,thinking,thinking-task,0.0,91.5,525.98,0.0,0,3,0,0
deployment_1,11626,1,debugging,,91.5,9.24,525.98,0.174,0,3,0,0
deployment_1,11626,2,thinking,thinking-error,100.74,6.86,525.98,0.1915,0,3,0,0
deployment_1,11626,3,debugging,,107.6,0.88,525.98,0.2046,0,3,0,0
deployment_1,11626,4,thinking,thinking-error,108.47,6.83,525.98,0.2062,0,3,0,0
deployment_1,11626,5,debugging,,115.3,14.77,525.98,0.2192,0,3,0,0
deployment_1,11626,6,thinking,thinking-error,130.07,12.0,525.98,0.2473,0,3,1,0
deployment_1,11626,7,seekingHelp,,142.06,7.14,525.98,0.2701,0,3,1,0
deployment_1,11626,8,thinking,thinking-llm,149.2,5.61,525.98,0.2837,1,3,1,0
deployment_1,11626,9,seekingHelp,,154.81,1.95,525.98,0.2943,1,3,1,1
deployment_1,11626,10,thinking,thinking-llm,156.76,7.78,525.98,0.298,2,3,1,1
deployment_1,11626,11,seekingHelp,,164.54,5.36,525.98,0.3128,2,3,1,1
deployment_1,11626,12,thinking,thinking-llm,169.9,74.38,525.98,0.323,3,3,0,1
deployment_1,11626,13,debugging,,244.27,32.34,525.98,0.4644,3,3,0,0
deployment_1,11626,14,thinking,thinking-error,276.62,42.73,525.98,0.5259,3,3,0,0
deployment_1,11626,15,debugging,,319.34,1.68,525.98,0.6071,3,3,0,0
deployment_1,11626,16,thinking,thinking-error,321.02,34.95,525.98,0.6103,3,3,0,0
deployment_1,11626,17,seekingHelp,,355.97,170.01,525.98,0.6768,3,3,0,0
deployment_1,11627,0,thinking,thinking-task,0.0,51.27,564.71,0.0,0,5,0,0
deployment_1,11627,1,implementing,,51.27,4.72,564.71,0.0908,0,5,0,0
deployment_1,11627,2,thinking,thinking-code,55.99,6.03,564.71,0.0992,0,5,0,0
deployment_1,11627,3,implementing,,62.02,16.15,564.71,0.1098,0,5,0,0
deployment_1,11627,4,thinking,thinking-code,78.17,26.75,564.71,0.1384,0,5,0,0
deployment_1,11627,5,implementing,,104.92,16.07,564.71,0.1858,0,5,0,0
deployment_1,11627,6,thinking,thinking-code,120.98,8.01,564.71,0.2142,0,5,0,0
deployment_1,11627,7,implementing,,128.99,3.56,564.71,0.2284,0,5,0,0
deployment_1,11627,8,thinking,thinking-code,132.55,70.42,564.71,0.2347,0,5,0,0
deployment_1,11627,9,seekingHelp,,202.97,0.24,564.71,0.3594,0,5,1,0
deployment_1,11627,10,thinking,thinking-llm,203.22,14.64,564.71,0.3599,0,5,1,0
deployment_1,11627,11,implementing,,217.86,2.47,564.71,0.3858,0,5,1,0
deployment_1,11627,12,seekingHelp,,220.33,6.39,564.71,0.3902,0,5,1,0
deployment_1,11627,13,thinking,thinking-llm,226.72,8.49,564.71,0.4015,1,5,1,0
deployment_1,11627,14,seekingHelp,,235.21,8.79,564.71,0.4165,1,5,1,1
deployment_1,11627,15,thinking,thinking-llm,244.0,6.54,564.71,0.4321,2,5,0,1
deployment_1,11627,16,implementing,,250.54,20.81,564.71,0.4437,2,5,0,1
deployment_1,11627,17,thinking,thinking-code,271.35,8.46,564.71,0.4805,2,5,1,1
deployment_1,11627,18,implementing,,279.81,6.46,564.71,0.4955,2,5,1,0
deployment_1,11627,19,seekingHelp,,286.27,1.81,564.71,0.5069,2,5,1,0
deployment_1,11627,20,thinking,thinking-llm,288.08,31.67,564.71,0.5101,3,5,0,0
deployment_1,11627,21,debugging,,319.75,4.36,564.71,0.5662,3,5,0,0
deployment_1,11627,22,thinking,thinking-error,324.12,12.14,564.71,0.5739,3,5,0,0
deployment_1,11627,23,debugging,,336.26,5.19,564.71,0.5954,3,5,0,0
deployment_1,11627,24,thinking,thinking-error,341.44,9.74,564.71,0.6046,3,5,0,0
deployment_1,11627,25,debugging,,351.19,13.13,564.71,0.6219,3,5,0,0
deployment_1,11627,26,thinking,thinking-error,364.31,9.87,564.71,0.6451,3,5,0,0
deployment_1,11627,27,debugging,,374.19,8.73,564.71,0.6626,3,5,1,0
deployment_1,11627,28,thinking,thinking-error,382.92,10.43,564.71,0.6781,3,5,1,0
deployment_1,11627,29,seekingHelp,,393.35,5.62,564.71,0.6966,3,5,1,0
deployment_1,11627,30,thinking,thinking-llm,398.97,7.91,564.71,0.7065,4,5,1,0
deployment_1,11627,31,seekingHelp,,406.88,5.86,564.71,0.7205,4,5,1,1
deployment_1,11627,32,thinking,thinking-llm,412.74,14.77,564.71,0.7309,5,5,0,1
deployment_1,11627,33,debugging,,427.5,4.84,564.71,0.757,5,5,0,1
deployment_1,11627,34,thinking,thinking-error,432.35,23.82,564.71,0.7656,5,5,0,1
deployment_1,11627,35,debugging,,456.17,14.81,564.71,0.8078,5,5,0,0
deployment_1,11627,36,thinking,thinking-error,470.98,8.87,564.71,0.834,5,5,0,0
deployment_1,11627,37,debugging,,479.85,1.9,564.71,0.8497,5,5,0,0
deployment_1,11627,38,thinking,thinking-error,481.75,9.61,564.71,0.8531,5,5,0,0
deployment_1,11627,39,debugging,,491.35,1.57,564.71,0.8701,5,5,0,0
deployment_1,11627,40,thinking,thinking-error,492.92,9.48,564.71,0.8729,5,5,0,0
