student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,task_completed,final_test_passed,final_test_total,session_duration_s
11701,10,11,0,716.51,31.77,14.99,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,14.99,14.99,0,0.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,24,394,3,4,1,4,4,997.05
11701,11,11,0,755.49,38.98,21.71,50,2.3029,26,24,24,2,0.48,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.56,6.56,0,0.0,7.37,7.37,0.0,14.34,0.0,0.0,0.0,0.0,14.34,0.0,0.0,0.0,7.37,0.0,0.0,8,412,3,4,1,4,4,997.05
11702,1,7,1,45.47,0.0,30.47,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.22,5.22,0,0.0,0.0,0.0,0.0,0.0,0.0,30.47,0.0,0.0,0.0,0.0,0.0,30.47,0.0,0.0,0.0,257,232,0,0,1,4,4,938.36
11702,2,7,0,89.38,43.91,74.38,6,0.0807,6,0,0,6,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,21.83,51.73,0,0.0,0.0,0.0,6.89,0.0,0.43,45.04,0.0,6.89,0.0,0.0,0.43,45.04,22.02,0.0,0.0,4,232,0,0,1,4,4,938.36
11702,4,7,0,127.92,26.05,8.37,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.37,8.37,0,0.0,23.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,0.0,0.0,22,206,0,0,1,4,4,938.36
11702,5,7,0,227.73,99.81,82.76,24,0.29,23,0,0,23,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,34.41,60.23,0,0.0,16.62,16.62,44.14,0.0,0.0,0.0,0.0,44.14,0.0,0.0,0.0,0.0,16.62,0.0,22.0,101,340,0,0,1,4,4,938.36
11702,6,7,0,255.09,27.36,9.46,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.46,9.46,0,0.0,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,0.0,0.0,13,392,0,0,1,4,4,938.36
11702,7,7,0,434.9,179.81,162.34,147,0.9055,125,15,15,110,0.102,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,22.78,53.45,28,33.79,22.98,22.98,0.0,60.85,27.43,0.0,0.0,0.0,60.85,0.0,27.43,0.0,24.8,49.26,0.0,11,264,4,4,1,4,4,938.36
11703,1,13,1,157.37,0.0,142.37,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,62.24,124.43,0,0.0,0.0,0.0,0.0,0.0,4.44,137.93,0.0,0.0,0.0,0.0,4.44,137.93,0.0,0.0,0.0,56,142,0,0,1,4,4,985.98
11703,2,13,0,195.64,38.26,22.0,12,0.5455,12,0,0,12,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.75,15.99,0,0.0,11.26,11.26,10.73,0.0,0.0,0.0,0.0,10.73,0.0,0.0,0.0,0.0,11.26,0.0,0.0,18,147,0,0,1,4,4,985.98
11703,3,13,0,293.28,97.65,81.55,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,42.59,61.84,0,0.0,96.55,0.0,0.0,0.0,62.31,0.0,0.0,0.0,0.0,0.0,62.31,0.0,19.25,0.0,0.0,14,211,0,0,1,4,4,985.98
11703,4,13,0,323.23,29.95,13.6,2,0.147,2,0,0,2,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.9,9.9,0,0.0,10.75,10.75,2.85,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,10.75,0.0,0.0,18,275,0,0,1,4,4,985.98
11703,5,13,0,364.35,41.12,24.34,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.4,17.4,0,0.0,39.34,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,6.38,0.0,17.95,0.0,0.0,25,311,0,0,1,4,4,985.98
11703,6,13,0,433.18,68.82,50.03,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,50.03,50.03,0,0.0,65.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.0,0.0,16,338,0,0,1,4,4,985.98
11703,8,13,0,561.39,111.52,94.57,23,0.2432,20,3,3,17,0.1304,1,0,0,0.0,0,0,0.0,0.0,1,1,0,11.39,24.27,77.25,2,18.77,24.27,35.69,0.0,32.03,0.0,0.0,0.0,0.0,32.03,0.0,0.0,0.0,35.69,26.85,0.0,28,396,2,4,1,4,4,985.98
11703,9,13,0,608.64,47.26,29.9,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,26.84,26.84,0,0.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,32,243,2,4,1,4,4,985.98
11703,10,13,0,641.24,32.6,15.71,0,0.0,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,6.38,11.62,0,0.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,0.0,50,386,2,4,1,4,4,985.98
11703,11,13,0,680.71,39.47,21.18,18,0.8499,2,16,16,-14,0.8889,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,14.84,14.84,0,0.0,15.81,15.81,0.0,5.37,0.0,0.0,0.0,0.0,5.37,0.0,0.0,0.0,15.81,0.0,0.0,15,309,3,4,1,4,4,985.98
11703,12,13,0,727.73,47.02,30.01,37,1.233,29,8,8,21,0.2162,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.8,8.44,0,0.0,5.16,5.16,0.0,18.41,0.0,0.0,0.0,0.0,18.41,0.0,0.0,0.0,5.16,6.44,0.0,33,265,3,4,1,4,4,985.98
11703,13,13,0,788.51,60.77,43.17,18,0.417,17,1,1,16,0.0556,2,2,1,6.74,1,0,5.3,5.3,0,0,0,0.0,14.44,27.01,0,0.0,22.81,22.81,0.0,10.68,0.0,0.0,0.0,0.0,10.68,0.0,0.0,0.0,22.81,9.67,0.0,53,266,3,4,1,4,4,985.98
11704,1,3,1,59.87,0.0,44.87,6,0.1337,6,0,0,6,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.52,21.35,0,0.0,0.0,0.0,1.39,0.0,0.0,33.3,0.0,1.39,0.0,0.0,0.0,33.3,0.0,0.0,10.18,7,288,0,0,1,4,4,966.09
11704,2,3,0,221.4,161.53,206.4,67,0.3246,56,8,8,48,0.1194,3,1,1,49.67,0,0,0.0,0.0,2,2,0,3.81,47.58,141.12,2,47.58,0.0,0.0,17.66,41.0,20.35,33.3,2.75,17.66,38.25,2.75,20.35,33.3,10.41,63.58,20.11,35,288,2,4,1,4,4,966.09
11709,1,2,1,84.91,0.0,69.91,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,14.41,22.75,0,0.0,0.0,0.0,0.0,0.0,0.0,69.91,0.0,0.0,0.0,0.0,0.0,69.91,0.0,0.0,0.0,40,225,0,0,1,4,4,964.13
11709,2,2,0,300.11,215.19,197.82,125,0.6319,119,6,6,113,0.048,15,0,0,6.29,0,0,0.0,0.0,2,2,0,5.62,28.12,112.78,0,0.0,15.77,15.77,45.77,65.49000000000001,0.0,0.0,2.47,45.77,63.02,2.47,0.0,0.0,15.77,33.87,36.92,28,269,4,4,1,4,4,964.13
11710,1,1,1,227.15,0.0,212.15,64,0.3017,35,29,29,6,0.4531,3,3,1,43.72,2,0,10.14,10.14,0,0,0,0.0,43.15,167.84,0,0.0,0.0,0.0,26.06,9.84,0.0,60.21,0.0,26.06,9.84,0.0,0.0,60.21,0.0,77.71,38.33,48,219,0,0,1,4,4,990.18
11711,1,3,1,115.49,0.0,100.49,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,33.32,79.65,0,0.0,0.0,0.0,0.0,0.0,17.1,83.39,0.0,0.0,0.0,0.0,17.1,83.39,0.0,0.0,0.0,70,223,0,0,1,4,4,977.42
11711,2,3,0,578.51,463.02,445.69,175,0.3926,99,69,69,33,0.3943,17,5,1,20.7,5,0,24.04,24.31,7,6,0,19.21,86.43,303.12,25,205.87,12.0,12.0,10.55,81.98,0.0,0.0,9.51,10.55,72.47,9.51,0.0,0.0,12.0,214.41,126.75,23,386,3,4,1,4,4,977.42
11711,3,3,0,675.22,96.71,79.04,20,0.253,2,18,18,-16,0.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.7,13.0,1,0.0,10.33,10.33,0.0,3.68,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,10.33,65.03,0.0,48,342,3,4,1,4,4,977.42
11712,1,11,1,129.81,0.0,114.81,47,0.4094,39,8,8,31,0.1702,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,44.9,75.25,0,0.0,0.0,0.0,35.43,0.0,0.0,72.45,0.0,35.43,0.0,0.0,0.0,72.45,0.0,0.0,6.92,88,178,0,0,0,3,4,998.65
11712,3,11,0,157.45,17.85,1.3,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.3,1.3,0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,6,324,0,0,0,3,4,998.65
11712,5,11,0,268.66,95.77,77.71,29,0.3732,21,7,7,14,0.2414,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,15.48,47.0,6,20.62,31.58,31.58,17.05,0.0,0.0,0.0,0.0,17.05,0.0,0.0,0.0,0.0,31.87,0.0,28.79,77,277,2,4,0,3,4,998.65
11712,6,11,0,534.54,265.88,248.97,59,0.237,52,7,7,45,0.1186,3,2,1,17.66,2,0,7.47,7.47,1,0,0,0.0,93.26,208.34,6,144.25,106.02,106.02,0.0,110.5,0.0,0.0,0.94,0.0,109.56,0.94,0.0,0.0,106.02,32.44,0.0,8,447,2,4,0,3,4,998.65
11712,7,11,0,691.91,157.37,139.48,47,0.337,15,31,31,-16,0.6596,5,3,1,9.26,3,0,5.84,5.84,2,1,0,4.76,41.4,92.28,8,57.15,65.16,65.16,0.0,26.16,0.0,0.0,2.3,0.0,23.86,2.3,0.0,0.0,65.16,48.16,0.0,12,537,2,4,0,3,4,998.65
11712,8,11,0,743.43,51.53,33.36,11,0.3298,3,7,7,-4,0.6364,1,0,0,0.0,0,0,0.0,0.0,1,1,0,1.55,11.59,18.28,0,0.0,6.81,6.81,0.0,11.8,0.0,0.0,1.57,0.0,10.23,1.57,0.0,0.0,6.81,14.74,0.0,17,421,2,4,0,3,4,998.65
11712,9,11,0,788.56,45.13,27.75,9,0.3243,8,1,1,7,0.1111,1,0,0,0.0,0,0,0.0,0.0,1,1,0,5.72,12.83,18.37,0,0.0,13.15,13.15,0.0,8.86,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,13.15,5.75,0.0,86,391,3,4,0,3,4,998.65
11712,10,11,0,838.65,50.09,32.27,19,0.5888,18,0,0,18,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.03,22.5,0,0.0,18.62,18.62,0.0,13.65,0.0,0.0,0.0,0.0,13.65,0.0,0.0,0.0,18.62,0.0,0.0,16,423,3,4,0,3,4,998.65
11712,11,11,0,884.39,45.75,28.87,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,28.87,28.87,0,0.0,43.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87,0.0,0.0,19,502,3,4,0,3,4,998.65
11713,1,3,1,35.77,0.0,20.77,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.02,7.71,0,0.0,0.0,0.0,0.0,0.0,0.0,20.77,0.0,0.0,0.0,0.0,0.0,20.77,0.0,0.0,0.0,394,685,0,0,1,4,4,578.04
11713,2,3,0,113.02,77.26,51.05,15,0.2938,0,1,1,3,0.0667,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,20.92,38.11,1,0.0,45.66,45.66,0.0,5.2,7.55,0.0,0.0,0.0,5.2,0.0,7.55,0.0,0.0,38.3,0.0,129,757,0,0,1,4,4,578.04
11713,3,3,0,266.53,153.51,134.89,5,0.0371,0,3,3,-2,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,28.32,123.27,9,81.41,128.87,128.87,0.0,5.39,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,129.51,0.0,0.0,198,525,4,4,1,4,4,578.04
11714,1,12,1,86.59,0.0,71.59,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.7,33.53,0,0.0,0.0,0.0,0.0,0.0,0.0,71.59,0.0,0.0,0.0,0.0,0.0,71.59,0.0,0.0,0.0,394,133,0,0,1,4,4,994.49
11714,4,12,0,156.68,46.06,27.02,28,1.0363,26,2,2,24,0.0714,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.39,8.39,0,0.0,4.5,4.5,14.12,0.0,0.0,0.0,0.0,14.12,0.0,0.0,0.0,0.0,4.5,0.0,8.39,109,235,0,0,1,4,4,994.49
11714,6,12,0,220.11,54.46,36.89,19,0.515,19,0,0,19,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,3.13,3.13,0,0.0,1.85,1.85,18.25,0.0,0.0,0.0,0.0,18.25,0.0,0.0,0.0,0.0,1.85,0.0,16.79,29,222,3,4,1,4,4,994.49
11714,9,12,0,277.94,35.62,18.75,31,1.6537,27,2,2,25,0.0645,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.61,0.0,0,0.0,0.03,0.03,0.0,18.72,0.0,0.0,0.0,0.0,18.72,0.0,0.0,0.0,0.03,0.0,0.0,164,517,3,4,1,4,4,994.49
11714,10,12,0,296.74,18.8,1.45,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.45,1.45,0,0.0,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,12,634,3,4,1,4,4,994.49
11714,11,12,0,354.95,58.21,40.08,52,1.2975,45,6,6,39,0.1154,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.15,8.11,0,0.0,4.55,4.55,0.0,34.25,0.0,0.0,0.0,0.0,34.25,0.0,0.0,0.0,4.55,1.28,0.0,224,859,3,4,1,4,4,994.49
11715,1,7,1,353.45,0.0,338.45,168,0.4964,138,14,14,127,0.0833,9,6,1,35.69,5,0,14.31,14.7,3,3,0,5.65,31.53,209.94,10,22.47,0.0,0.0,0.0,142.24,0.0,66.23,34.99,0.0,107.25,34.99,0.0,66.23,0.0,129.98,0.0,34,144,3,4,1,4,4,1030.6
11715,2,7,0,371.53,18.08,1.83,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.83,1.83,0,0.0,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,28,175,3,4,1,4,4,1030.6
11715,3,7,0,411.62,40.09,22.56,8,0.3546,4,4,4,0,0.5,2,2,1,3.06,2,0,2.39,2.39,0,0,0,0.0,9.72,9.72,0,0.0,10.26,10.26,0.0,12.3,0.0,0.0,4.83,0.0,7.47,4.83,0.0,0.0,10.25,0.0,0.0,15,137,3,4,1,4,4,1030.6
11715,4,7,0,441.66,30.04,13.62,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.62,13.62,0,0.0,28.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62,0.0,0.0,55,254,3,4,1,4,4,1030.6
11715,5,7,0,490.8,49.14,31.27,2,0.064,1,0,0,1,0.0,13,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,17.58,17.58,0,0.0,19.1,19.1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,19.36,11.09,0.0,42,220,3,4,1,4,4,1030.6
11716,1,3,1,170.52,0.0,155.52,27,0.1736,22,4,4,19,0.1481,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,32.0,130.92,0,0.0,0.0,0.0,37.78,0.0,8.76,65.65,0.0,37.78,0.0,0.0,8.76,65.65,0.0,0.0,43.33,49,270,0,0,1,4,4,2109.65
11716,2,3,0,269.38,98.86,81.34,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,42.71,58.86,2,16.15,96.34,0.0,0.0,0.0,18.37,0.0,0.0,0.0,0.0,0.0,18.37,0.0,62.97,0.0,0.0,76,278,0,0,1,4,4,2109.65
11716,3,3,0,354.66,85.28,68.4,18,0.2632,13,5,5,8,0.2778,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.98,54.27,0,0.0,17.55,17.55,20.34,0.0,0.0,0.0,0.0,20.34,0.0,0.0,0.0,0.0,17.55,0.0,30.51,36,235,0,0,1,4,4,2109.65
11717,1,10,1,92.02,0.0,77.02,6,0.0779,3,3,3,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.48,59.57,0,0.0,0.0,0.0,3.92,0.0,2.22,70.88,0.0,3.92,0.0,0.0,2.22,70.88,0.0,0.0,0.0,32,52,0,0,0,3,4,944.54
11717,4,10,0,441.58,328.81,312.43,197,0.6305,35,5,5,30,0.0254,11,8,1,13.81,8,0,3.8,5.2,3,1,0,8.86,26.65,146.99,14,71.59,19.09,19.09,78.52,95.08,0.0,0.0,16.17,78.52,78.91,16.17,0.0,0.0,19.09,46.72,73.03,29,243,2,4,0,3,4,944.54
11717,5,10,0,468.36,26.78,9.6,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.73,8.92,0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16,331,2,4,0,3,4,944.54
11717,6,10,0,565.23,96.87,79.75,78,0.9781,51,10,10,41,0.1282,2,1,1,60.58,0,0,0.0,0.0,1,1,0,3.22,12.81,40.09,2,12.81,14.79,14.79,0.0,35.99,0.0,0.0,0.0,0.0,35.99,0.0,0.0,0.0,14.79,28.97,0.0,7,229,3,4,0,3,4,944.54
11717,8,10,0,660.73,82.58,65.78,26,0.3953,12,7,7,5,0.2692,5,5,1,0.33,5,0,7.57,37.04,0,0,0,0.0,15.08,41.1,4,28.13,13.47,13.47,0.0,13.06,0.0,0.0,0.0,0.0,13.06,0.0,0.0,0.0,13.47,39.24,0.0,17,296,3,4,0,3,4,944.54
11717,9,10,0,779.58,118.85,102.12,33,0.3231,7,23,23,-16,0.697,11,1,1,5.81,1,0,46.63,46.63,2,0,0,0.0,39.22,76.94,4,43.64,16.02,16.02,0.0,16.740000000000002,0.0,0.0,3.49,0.0,13.25,3.49,0.0,0.0,16.67,68.72,0.0,25,229,3,4,0,3,4,944.54
11717,10,10,0,802.27,22.69,6.11,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.4,5.4,0,0.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,0.0,0.0,17,304,3,4,0,3,4,944.54
11718,1,5,1,114.79,0.0,99.79,13,0.1303,13,0,0,13,0.0,2,1,1,44.24,1,0,29.88,29.88,1,0,0,0.0,26.76,79.26,0,0.0,0.0,0.0,0.0,14.34,0.0,79.29,0.0,0.0,14.34,0.0,0.0,79.29,0.0,6.16,0.0,20,360,3,4,1,4,4,939.97
11718,3,5,0,154.2,23.53,6.81,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.81,6.81,0,0.0,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,0.0,38,490,3,4,1,4,4,939.97
11718,4,5,0,262.49,108.29,90.5,89,0.9834,80,9,9,71,0.1011,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.98,21.76,0,0.0,16.04,16.04,0.0,48.7,0.0,0.0,0.0,0.0,48.7,0.0,0.0,0.0,16.04,25.76,0.0,38,215,3,4,1,4,4,939.97
11718,5,5,0,301.18,38.69,22.0,8,0.3637,8,0,0,8,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.88,17.88,0,0.0,19.43,19.43,0.0,2.57,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,19.43,0.0,0.0,163,366,3,4,1,4,4,939.97
11720,1,20,1,78.46,0.0,63.46,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.73,45.25,0,0.0,0.0,0.0,0.0,0.0,0.0,63.46,0.0,0.0,0.0,0.0,0.0,63.46,0.0,0.0,0.0,394,182,0,0,1,4,4,955.58
11720,3,20,0,179.14,78.67,62.27,29,0.4657,29,0,0,29,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,33.84,47.52,0,0.0,11.22,11.22,51.05,0.0,0.0,0.0,0.0,51.05,0.0,0.0,0.0,0.0,11.22,0.0,0.0,406,136,0,0,1,4,4,955.58
11720,4,20,0,264.64,85.49,68.64,14,0.204,7,7,7,0,0.5,5,0,0,8.7,0,0,0.0,0.0,5,4,0,9.94,12.64,30.67,0,0.0,6.83,6.83,0.0,31.63,10.26,0.0,8.2,0.0,23.43,8.2,10.26,0.0,6.83,19.93,0.0,62,197,2,4,1,4,4,955.58
11720,6,20,0,295.07,19.89,2.89,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.89,2.89,0,0.0,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,22,277,2,4,1,4,4,955.58
11720,7,20,0,474.7,179.62,162.23,13,0.0801,13,0,0,13,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,38.32,129.39,0,0.0,20.2,20.2,0.0,52.05,38.92,0.0,0.0,0.0,52.05,0.0,38.92,0.0,20.2,51.08,0.0,70,354,2,4,1,4,4,955.58
11720,8,20,0,497.1,22.4,4.02,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.02,4.02,0,0.0,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,8,264,2,4,1,4,4,955.58
11720,9,20,0,515.42,18.33,1.69,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.69,1.69,0,0.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,7,210,2,4,1,4,4,955.58
11720,10,20,0,557.38,41.96,24.74,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.72,10.72,0,0.0,39.74,0.0,0.0,0.0,11.27,0.0,0.0,0.0,0.0,0.0,11.27,0.0,13.48,0.0,0.0,20,314,2,4,1,4,4,955.58
11720,12,20,0,654.7,81.08,63.9,60,0.9389,51,9,9,42,0.15,1,0,0,0.0,0,0,0.0,0.0,1,1,0,9.75,8.09,26.57,0,0.0,7.67,7.67,0.0,39.93,0.0,0.0,0.0,0.0,39.93,0.0,0.0,0.0,7.67,16.31,0.0,36,267,3,4,1,4,4,955.58
11720,14,20,0,684.05,17.49,0.58,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.58,0.58,0,0.0,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,26,299,3,4,1,4,4,955.58
11720,15,20,0,739.09,55.05,38.12,89,2.335,56,32,32,24,0.3596,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.69,18.09,0,0.0,13.73,13.73,0.0,24.39,0.0,0.0,0.0,0.0,24.39,0.0,0.0,0.0,13.73,0.0,0.0,88,355,3,4,1,4,4,955.58
11720,16,20,0,761.81,22.71,5.53,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.53,5.53,0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.0,13,326,3,4,1,4,4,955.58
11720,18,20,0,796.05,20.74,2.7,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.7,2.7,0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,30,774,3,4,1,4,4,955.58
11720,19,20,0,838.22,42.17,22.33,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.24,12.24,0,0.0,37.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.0,11,672,3,4,1,4,4,955.58
11720,20,20,0,884.99,46.77,28.25,22,0.7787,11,11,11,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,16.36,16.36,0,0.0,0.29,0.29,0.0,9.34,0.0,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.0,18.91,0.0,87,402,3,4,1,4,4,955.58
11721,1,2,1,40.09,0.0,25.09,0,0.0,0,0,0,0,0.0,2,2,1,2.45,0,0,2.43,0.0,0,0,0,0.0,6.57,13.93,0,0.0,0.0,0.0,0.0,2.46,0.0,22.06,2.46,0.0,0.0,2.46,0.0,22.06,0.0,0.56,0.0,16,304,0,0,1,4,4,920.76
11721,2,2,0,479.09,438.99,464.09,18,0.0388,4,8,8,-3,0.4444,24,11,1,3.52,9,2,2.53,13.76,0,0,0,0.0,78.53,349.31,6,134.65,0.0,0.0,5.12,19.35,2.04,22.06,8.71,5.12,10.64,8.71,2.04,22.06,42.29,125.07,248.15,17,304,4,4,1,4,4,920.76
